Description,Revenue,UniqueCustomers,Slope,popularity_score
Dad's Cab Electronic Meter,16.94,1,0.0,0.0
Dotcomgiftshop Gift Voucher �10.00,74.97,1,0.23388768898488127,19.288016047516205
Dotcomgiftshop Gift Voucher �100.00,83.33,1,0.0,0.0
Dotcomgiftshop Gift Voucher �20.00,167.05,1,0.0551345291479822,10.13124540358747
Dotcomgiftshop Gift Voucher �30.00,175.53,1,-0.03117647058823536,-6.019646470588249
Dotcomgiftshop Gift Voucher �40.00,100.69999999999999,1,-0.1055405405405407,-11.690725675675692
Dotcomgiftshop Gift Voucher �50.00,167.56,1,-0.15111111111111028,-27.852195555555408
Dr. Jam's Arouzer Stress Ball,8.34,1,-0.08000000000000004,-0.7339200000000005
EASTER BUNNY GARLAND OF FLOWERS,293.8,36,0.7546106424399739,6853.483681093387
EASTER BUNNY HANGING GARLAND,133.23,10,-0.4793037974683546,-165.63028507433174
EASTER BUNNY WITH BASKET ON BACK,72.63,14,0.4989583333333334,137.61884758228382
EASTER BUNNY WREATH,138.6,10,-0.0951923076923073,-34.22094018463079
EASTER CRAFT 4 CHICKS,3929.15,149,-0.5073222676200209,-2931518386.3323536
EASTER CRAFT IVY WREATH WITH CHICK,1.95,1,0.0,0.0
EASTER DECORATION EGG BUNNY,673.17,68,-0.3035578271658216,-133373.2639784157
EASTER DECORATION HANGING BUNNY,596.5,70,-0.25297175032484726,-119170.95914025261
EASTER DECORATION NATURAL CHICK,366.15,43,-0.2518702290076336,-5555.476787520741
EASTER DECORATION SITTING BUNNY,454.5,45,-1.084548167092925,-35929.69779779438
EASTER TIN BUCKET,946.9300000000001,35,-8.316457399103143,-221309.58486812393
EASTER TIN BUNNY BOUQUET,2012.97,112,-3.4385268043189994,-299357714.423003
EASTER TIN CHICKS IN GARDEN,522.9300000000001,37,-7.299074675324675,-129789.84545761862
EASTER TIN CHICKS PINK DAISY,1032.6200000000001,83,-2.1451634197391716,-6039399.8382003065
EASTER TIN KEEPSAKE,1865.73,104,-6.150794146084202,-231536382.50257358
EASTER TREE YELLOW BIRDS,935.39,36,-1.0499039200614915,-30358.404664793765
EAU DE NIL LOVE BIRD CANDLE,452.85999999999996,15,0.06889967475606705,130.33810768676142
EAU DE NILE HEART SHAPE PHOTO FRAME,558.4200000000001,21,0.8092841019026119,3344.324123481155
EAU DE NILE JEWELLED PHOTOFRAME,525.0,19,2.8931962025316467,9289.625532371245
EAU DE NILE JEWELLED T-LIGHT HOLDER,70.27,10,-0.5057058823529411,-92.1711084779141
ECONOMY HOLIDAY PURSE,41.53,5,-0.18258188824662802,-12.211894707568398
ECONOMY LUGGAGE TAG,248.09,19,0.3570588235294118,541.7638800502202
EDWARDIAN DROP EARRINGS JET BLACK,90.2,5,0.20452063492063488,29.71030400269207
EDWARDIAN HEART PHOTO FRAME,709.5400000000001,30,-0.3042387071651088,-3766.794306383789
EDWARDIAN PARASOL BLACK,16915.72,143,1.325937581775596,18619479902.07261
EDWARDIAN PARASOL NATURAL,23761.77,185,2.8641842197050127,3094044030794.1694
EDWARDIAN PARASOL PINK,4779.3,88,1.049083179089503,22015599.186543774
EDWARDIAN PARASOL RED,10021.42,142,0.09729758821464271,735855654.7359774
EDWARDIAN PHOTO FRAME,568.71,28,-0.19845188284518828,-1627.5759840816447
EGG CUP HENRIETTA HEN CREAM,787.52,25,1.4590329670329671,12449.268276978648
EGG CUP HENRIETTA HEN PINK,291.58,16,-0.41316476126429036,-553.5590657567421
EGG CUP MILKMAID HEIDI,1159.43,45,0.506662165043713,42818.73573431761
EGG CUP MILKMAID HELGA,586.31,29,-0.3396456420886388,-3158.938840586826
EGG CUP MILKMAID INGRID,841.31,40,-0.6579348494874563,-25052.22757050151
EGG CUP NATURAL CHICKEN,622.74,63,-0.2817891818892601,-71116.47851738731
EGG FRYING PAN BLUE,405.0,44,0.18694922444362255,5017.147140610444
EGG FRYING PAN IVORY,792.86,63,0.21243758292123988,68260.11640391653
EGG FRYING PAN MINT,388.75,50,-0.10950632534603363,-4997.397160795896
EGG FRYING PAN PINK,521.33,47,0.33777067066369226,15530.693744906266
EGG FRYING PAN RED,915.4,63,0.48320097331983874,179257.7221465308
EIGHT PIECE CREEPY CRAWLIE SET,7.5,3,-0.6250000000000002,-6.239062500000005
EIGHT PIECE DINOSAUR SET,186.43,17,-0.4607954545454545,-434.2098125184837
EIGHT PIECE SNAKE  SET,439.54,54,-0.13900160886664284,-10500.820370247475
ELEPHANT BIRTHDAY CARD,479.82,64,-0.19672871539646836,-42080.21524573523
ELEPHANT CARNIVAL POUFFE,1299.83,15,1.6183286589799522,8787.059329435167
ELEPHANT CLIP W SUCTION CUP,6.72,4,-0.46199999999999997,-4.545503424000001
"ELEPHANT, BIRTHDAY CARD, ",945.46,96,-0.2963995943204868,-2637658.3384760967
ELVIS WALLHANGING / CURTAIN,69.84,6,2.154285714285714,266.5407670313144
EMBOSSED GLASS TEALIGHT HOLDER,3289.75,119,0.3364277583753718,93279079.41209343
EMBOSSED HEART TRINKET BOX,555.59,33,-0.38128964059196635,-4920.033235066897
EMBROIDERED RIBBON REEL CLAIRE,792.31,19,-1.429136814846784,-6925.1623975513885
EMBROIDERED RIBBON REEL DAISY,1164.98,59,-0.3232587751802196,-104240.67549380563
EMBROIDERED RIBBON REEL EMILY,1256.17,84,-0.48878157936936023,-1841402.80752132
EMBROIDERED RIBBON REEL RACHEL,983.3,41,-0.7162376933895919,-35062.534304939596
EMBROIDERED RIBBON REEL REBECCA,996.38,51,-0.4457124419204958,-57346.47161711475
EMBROIDERED RIBBON REEL ROSIE,977.3199999999999,47,-0.7877782057866801,-67904.24900643312
EMBROIDERED RIBBON REEL RUBY,604.3,31,0.03482047790021058,403.8876387782635
EMBROIDERED RIBBON REEL SALLY,977.39,58,-0.08411820750377819,-20688.720865705745
EMBROIDERED RIBBON REEL SOPHIE,1062.35,40,-0.7653208901072323,-36797.523938777886
EMBROIDERED RIBBON REEL SUSIE,1114.26,60,-0.5756046383213693,-195286.37089160326
EMERGENCY FIRST AID TIN,1573.52,80,-0.047734367648723935,-153857.3520206051
EMPIRE BIRTHDAY CARD,543.76,72,-0.011569004755120562,-6011.413300499585
EMPIRE DESIGN ROSETTE,3606.42,24,-49.43616451458631,-1756084.9278413304
EMPIRE GIFT WRAP,1394.5,94,-0.17701528537884537,-1920178.899737178
EMPIRE TISSUE BOX,1033.22,98,-0.1573567248772749,-1851660.0539297098
EMPIRE UNION JACK TV DINNER TRAY,2844.16,62,5.379201799613422,5636614.598622027
ENAMEL BLUE RIM BISCUIT BIN,530.49,28,-0.6209932928776747,-4750.718480439409
ENAMEL BLUE RIM COFFEE CONTAINER,174.09,19,0.783921052631579,834.6553300712749
ENAMEL BLUE RIM TEA CONTAINER,9.18,3,0.0,0.0
ENAMEL BOWL PANTRY,30.0,2,0.0,0.0
ENAMEL BREAD BIN CREAM,12383.83,190,0.03017943472015884,27363790863.880558
ENAMEL COLANDER CREAM,2346.12,111,-0.023118252785435823,-2132520.8327814355
ENAMEL DINNER PLATE PANTRY,19.8,1,0.0,0.0
ENAMEL FIRE BUCKET CREAM,1854.76,76,0.2267748960601862,588473.3093309938
ENAMEL FLOWER JUG CREAM,12671.060000000001,312,0.9832585766562835,1.0232893638793589e+17
ENAMEL JUG PANTRY,30.0,2,0.0,0.0
ENAMEL MEASURING JUG CREAM,5549.68,228,-0.6812689038728503,-10354251851821.695
ENAMEL MUG PANTRY,15.0,1,0.0,0.0
ENAMEL PINK COFFEE CONTAINER,640.9200000000001,47,0.12449684984249224,7037.499694766573
ENAMEL PINK TEA CONTAINER,526.22,38,-0.11643930430667288,-2291.8647671866675
ENAMEL WASH BOWL CREAM,2858.96,105,-0.003962785466281989,-251443.59785341175
ENAMEL WATERING CAN CREAM,3266.09,132,0.7071680330154487,672024659.2330521
ENCHANTED BIRD COATHANGER 5 HOOK,3978.9700000000003,126,-0.27103997250766115,-177126009.834003
ENCHANTED BIRD PLANT CAGE,644.47,34,-1.442758025543666,-23754.58786798448
ENGLISH ROSE GARDEN SECATEURS,2049.45,142,0.21157990085764786,327245007.15470546
ENGLISH ROSE HOT WATER BOTTLE,7330.7,199,0.09074894887602364,114850105055.20518
ENGLISH ROSE METAL WASTE BIN,59.0,10,-0.039228723404255296,-6.003203127399004
ENGLISH ROSE NOTEBOOK A6 SIZE,186.56,20,7.354000000000002,9229.875900076653
ENGLISH ROSE NOTEBOOK A7 SIZE,1420.96,141,-0.021139753615522384,-20608689.75163671
ENGLISH ROSE SCENTED HANGING FLOWER,665.95,37,0.06286966078536214,1423.6790400054604
ENGLISH ROSE SCENTED HANGING HEART,17.0,2,0.0,0.0
ENGLISH ROSE SMALL SCENTED FLOWER,202.53,27,0.11670850580851923,309.8805876677835
ENGLISH ROSE SPIRIT LEVEL,964.38,69,0.524398379970545,363082.07801030163
ENVELOPE 50 BLOSSOM IMAGES,600.29,66,0.05349528744826631,17321.83329278248
ENVELOPE 50 CURIOUS IMAGES,27.02,10,-0.07963855421686745,-5.581302525388826
ENVELOPE 50 ROMANTIC IMAGES,13.58,3,-0.027795275590551193,-0.5023990503937011
ESSENTIAL BALM 3.5g TIN IN ENVELOPE,395.61,16,3.4426212938005385,6258.0564182991275
ETCHED GLASS COASTER,825.49,47,-0.9439120200538029,-68722.59266800579
ETCHED GLASS STAR TREE DECORATION,1.25,1,0.0,0.0
EUCALYPTUS & PINECONE  WREATH,1511.26,36,1.1497113527941838,53711.17745974129
FAIRY CAKE BIRTHDAY CANDLE SET,1622.24,76,-0.7390002191860889,-1677272.957469656
FAIRY CAKE DESIGN UMBRELLA,1832.42,69,0.7218522234061906,949660.9881763
FAIRY CAKE FLANNEL ASSORTED COLOUR,18069.28,161,-2.4774921987756966,-206621473259.95978
FAIRY CAKE NOTEBOOK A5 SIZE,54.04,6,-3.985454545454545,-381.5481143936001
FAIRY CAKES NOTEBOOK A6 SIZE,850.2,81,0.02611654926356238,50031.60005511751
FAIRY CAKES NOTEBOOK A7 SIZE,892.19,75,-0.003332351902013856,-3781.4607369100486
FAIRY DREAMS INCENSE,313.31,26,-0.05124852596858817,-191.36629525861036
FAIRY SOAP SOAP HOLDER,478.83,42,-0.305931757250792,-8022.296148767159
FAIRY TALE COTTAGE NIGHT LIGHT,1981.29,75,-0.3956980463313935,-997156.536528508
FAIRY TALE COTTAGE NIGHTLIGHT,3626.45,52,-4.119587950484171,-2122047.5021816217
FAMILY ALBUM WHITE PICTURE FRAME,10354.26,166,0.6057917042757436,46625996223.99313
FAMILY PHOTO FRAME CORNICE,8268.539999999999,185,2.14652443543465,806884592538.9257
FAN BLACK FRAME,41.47,11,-0.0899761336515513,-10.645863645703564
"FANCY FONT BIRTHDAY CARD, ",2101.01,172,-0.021340417683763126,-590436071.6342349
FANCY FONTS BIRTHDAY WRAP,3430.0,177,0.23711557577035458,17248823415.295555
FANNY'S REST STOPMETAL SIGN,1217.73,68,0.2736039333907551,217458.27208122177
FAUX FUR CHOCOLATE THROW,1494.69,31,-0.16516262002906987,-4738.448146776745
FAWN AND MUSHROOM GREETING CARD,62.06,9,-0.5610761154855641,-82.10464340889412
FAWN BLUE HOT WATER BOTTLE,11466.37,254,0.4563632197436231,170796362557873.5
"FEATHER PEN,COAL BLACK",1415.9199999999998,72,-0.2923191903740416,-395520.8430793903
"FEATHER PEN,HOT PINK",2018.78,107,-0.21320110400739023,-11558347.696589252
"FEATHER PEN,LIGHT PINK",1079.34,73,-0.3183477717585927,-361182.0038407473
FELT EGG COSY BLUE RABBIT,577.4399999999999,38,-0.08510610361017536,-1838.186653537838
FELT EGG COSY CHICKEN,953.86,63,0.2564165963534978,99121.97189922331
FELT EGG COSY LADYBIRD,196.82,15,0.1303130287648054,107.13893961422767
FELT EGG COSY WHITE RABBIT,549.81,62,-0.11840841704651067,-23985.108623291628
FELT FARM ANIMAL CHICKEN,394.15,33,0.30124683544303793,2757.6721586775893
FELT FARM ANIMAL HEN,332.84,17,-1.6749479618386818,-2817.8150198213734
FELT FARM ANIMAL RABBIT,743.89,36,-0.9903298804780873,-22773.263393093235
FELT FARM ANIMAL SHEEP,280.42,17,-1.063874370654519,-1507.908465148119
FELT FARM ANIMAL WHITE BUNNY,738.68,39,-1.0364913553379276,-31501.899814360848
FELT TOADSTOOL  SMALL,602.63,34,-0.5098707438898845,-7849.864067096589
FELT TOADSTOOL LARGE,836.8000000000001,34,-1.9142326786887638,-40923.021601278684
FELTCRAFT 6 FLOWER FRIENDS,12373.88,338,-0.34024295250346953,-4.1211898527885645e+17
FELTCRAFT BOY JEAN-PAUL KIT,1909.51,104,-0.16491120082450283,-6353475.325443334
FELTCRAFT BUTTERFLY HEARTS,8626.939999999999,288,-0.09214790340284411,-662880985307110.1
FELTCRAFT CHRISTMAS FAIRY,7954.0,241,1.2527274276774143,94206158769022.92
FELTCRAFT CUSHION BUTTERFLY,10133.33,193,-0.19772597466141933,-195255891393.93103
FELTCRAFT CUSHION OWL,12440.14,245,0.2612320472964115,44984156942401.84
FELTCRAFT CUSHION RABBIT,11227.47,203,-0.8982192794604362,-2549055920310.346
FELTCRAFT DOLL EMILY,3974.13,169,0.32109758284791895,12625334622.398603
FELTCRAFT DOLL MARIA,564.92,44,1.094890926335757,40986.03948125791
FELTCRAFT DOLL MOLLY,12016.34,212,-1.686673286136176,-12079596516634.953
FELTCRAFT DOLL ROSIE,5022.1,182,0.15321451983758141,26281731818.92239
FELTCRAFT GIRL AMELIE KIT,5083.89,188,0.1825613340200697,56160343504.7716
FELTCRAFT GIRL NICOLE KIT,3427.35,138,-0.5632534149192743,-995068187.569216
FELTCRAFT HAIRBAND PINK AND BLUE,774.55,101,0.05583546422960928,655572.5952670864
FELTCRAFT HAIRBAND PINK AND PURPLE,794.88,95,-0.10078986618873309,-685525.3646895121
FELTCRAFT HAIRBAND RED AND BLUE,833.0699999999999,104,-0.011955528881342027,-200950.70981983887
FELTCRAFT HAIRBANDS PINK AND WHITE,873.52,86,-0.1068558250768705,-338720.8875158908
FELTCRAFT PRINCESS CHARLOTTE DOLL,9264.91,276,-0.05276189304376072,-129880118974328.6
FELTCRAFT PRINCESS LOLA DOLL,7563.08,248,0.3673773553677823,51191398825217.91
FELTCRAFT PRINCESS OLIVIA DOLL,5812.72,185,1.5177113531907362,401065532631.20233
FENG SHUI PILLAR CANDLE,630.23,45,-0.06350177304964512,-2917.129815282747
FILIGREE DIAMANTE CHAIN,12.48,1,0.0,0.0
FILIGREE DIAMANTE EARRINGS,55.02,3,-0.09659007352941175,-7.073447560477942
FILIGREE HEART BIRD WHITE,1960.0,59,0.039473991343133646,21415.860893332934
FILIGREE HEART BUTTERFLY WHITE,2070.06,62,0.16206622911694507,123600.98752146726
FILIGREE HEART DAISY WHITE,1596.67,57,1.1134258103396326,406686.2637031051
FILIGRIS HEART WITH BUTTERFLY,4851.88,121,0.29154928226082,144257011.80775595
FINE SILVER NECKLACE W PASTEL FLOWE,95.35000000000001,4,-0.8121900826446282,-113.38330712500006
FINE WICKER HEART,3304.23,153,-0.6242588466331811,-4441358240.210268
FIRE POLISHED GLASS BRACELET BLACK,22.48,2,-0.0023662884927066474,-0.06436494003241498
FIRE POLISHED GLASS BRACELET GREEN,78.69,3,0.23068708609271502,24.16133261697018
FIRE POLISHED GLASS BRACELET MONTAN,41.31,2,0.6800735294117645,33.993543374999994
FIRE POLISHED GLASS BRACELET RED,29.96,2,-0.3027419354838711,-10.974879548387104
FIRE POLISHED GLASS NECKL BRONZE,17.85,3,0.0,0.0
FIRE POLISHED GLASS NECKL GOLD,5.95,1,0.0,0.0
FIRE POLISHED GLASS NECKL GREEN,35.160000000000004,1,-0.010000000000000018,-0.38676000000000077
FIRST AID TIN,3722.23,105,0.16350378476221816,13507126.17512542
FIRST CLASS HOLIDAY PURSE,90.42,5,-0.043192904656319225,-6.289850733073164
FIRST CLASS LUGGAGE TAG,193.59,22,-0.06364359778152882,-100.29440718410889
FIRST CLASS PASSPORT COVER,194.94,21,0.042001544676806106,60.59162677167266
FIVE CATS HANGING DECORATION,882.62,36,-0.08912065265886253,-2431.5812634344875
FIVE HEART HANGING DECORATION,1541.62,68,-0.05775328951222641,-58110.77299732828
FLAG OF ST GEORGE,37.95,7,-0.12374999999999992,-9.15178447569375
FLAG OF ST GEORGE CAR FLAG,12.16,2,1.7679999999999998,26.0136448
FLAG OF ST GEORGE CHAIR,185.3,7,0.5728260869565218,206.8459411282719
FLAMES SUNGLASSES PINK LENSES,95.10000000000001,7,0.1584143222506394,29.357816842064985
FLOOR CUSHION ELEPHANT CARNIVAL,718.14,14,0.09854477611940306,268.74495284988365
FLOOR LAMP SHADE WOOD BASE,312.7,7,1.814575892857143,1105.736928907608
FLORAL BATHROOM SET,78.75,9,0.7601351351351353,141.1482623307645
FLORAL BLUE MONSTER,21.25,4,0.5012820512820512,15.595949839743591
FLORAL FOLK STATIONERY SET,3363.34,152,0.10565340630910591,695572526.193211
FLORAL PINK MONSTER,187.54,10,-0.2925825627476881,-142.32107086830933
FLORAL SOFT CAR TOY,230.81,11,0.14384449535103083,94.72560869417946
FLOWER BLUE CLOCK WITH SUCKER,33.93,8,-2.48111111111111,-180.45609473992104
FLOWER BURST SILVER RING CRYSTAL,48.71,6,-0.5202777777777777,-44.89619308573057
FLOWER FAIRY 5 DRAWER LINERS,153.0,18,0.2303901437371664,195.98537280040227
FLOWER FAIRY 5 SUMMER DRAW LINERS,15.3,1,0.0,0.0
FLOWER FAIRY INCENSE BOUQUET,32.349999999999994,4,0.8650000000000002,40.96954427500001
"FLOWER FAIRY,5 SUMMER B'DRAW LINERS",267.75,24,-1.0624999999999998,-2802.0950441942105
FLOWER GARLAND NECKLACE RED,47.7,3,-1.7666666666666664,-112.16337000000003
"FLOWER GLASS GARLAND NECKL.36""BLACK",95.35000000000001,5,3.0013157894736855,460.8884409322372
"FLOWER GLASS GARLAND NECKL.36""BLUE",71.4,3,-0.5544117647058824,-52.68763500000003
"FLOWER GLASS GARLAND NECKL.36""GREEN",31.8,2,-7.9499999999999975,-305.90009999999995
"FLOWER GLASS GARLD NECKL36""AMETHYST",110.95,5,0.36331360946745545,64.91908632130178
"FLOWER GLASS GARLD NECKL36""TURQUOIS",64.08,2,7.910000000000001,613.3160880000001
FLOWER PURPLE CLOCK W/SUCKER,4.25,3,0.607142857142857,3.4344553571428573
FLOWER PURPLE CLOCK WITH SUCKER,4.64,3,0.0,0.0
FLOWER SHOP DESIGN MUG,1.65,1,0.0,0.0
FLOWER VINE RAFFIA FOOD COVER,1477.82,78,0.2422798118498821,606133.3917209671
FLOWERS  STICKERS,245.35999999999999,22,0.29699098695627824,593.1794623768565
FLOWERS CHANDELIER T-LIGHT HOLDER,2898.12,33,-26.698465227817742,-1797054.5924631564
FLOWERS HANDBAG blue and orange,61.25,3,0.0,0.0
FLOWERS TILE COASTER,334.76,33,-0.29946403086843915,-2328.2887270342953
FLOWERS TILE HOOK,80.16,11,-0.962123142250531,-220.04317677688164
FLUTED ANTIQUE CANDLE HOLDER,2643.33,101,0.19664411233917992,7879406.997000415
FLYING PIG WATERING CAN,469.9,32,-0.7131941811978769,-7075.858855139578
FOLDING BUTTERFLY MIRROR HOT PINK,1496.0700000000002,85,0.6558312783203656,3236847.795117027
FOLDING BUTTERFLY MIRROR IVORY,742.9200000000001,68,0.12020633397312856,58287.03894252343
FOLDING BUTTERFLY MIRROR RED,985.8800000000001,57,0.8995959398789769,202887.17595173785
FOLDING CAMPING SCISSOR W/KNIF & S,3.5999999999999996,3,-0.20571428571428574,-0.9857005714285717
FOLDING MIRROR HOT PINK,118.92000000000002,5,-4.319999999999999,-827.3743885440003
FOLDING MIRROR IVORY,14.940000000000001,2,0.0,0.0
FOLDING MIRROR RED,14.940000000000001,2,0.0,0.0
FOLDING SHOE TIDY,8.850000000000001,2,0.0,0.0
FOLDING UMBRELLA BLACKBLUE POLKADOT,763.6600000000001,45,0.40314594218042493,22440.53300808524
FOLDING UMBRELLA CHOCOLATE POLKADOT,607.23,31,0.36931039899465923,4304.453257497467
FOLDING UMBRELLA CREAM POLKADOT,868.06,29,0.31914512922465205,4394.665605052415
FOLDING UMBRELLA PINKWHITE POLKADOT,501.98,30,0.7947784374006147,6961.663783584461
FOLDING UMBRELLA RED/WHITE POLKADOT,1621.76,54,0.6414826519634209,178803.6990074702
FOLDING UMBRELLA WHITE/RED POLKADOT,513.02,23,-0.6580376244928069,-3022.851278933693
"FOLK ART GREETING CARD,pack/12",67.85,7,-0.9304090419806245,-123.01910708543845
FOLK ART METAL HEART T-LIGHT HOLDER,82.1,15,-0.15338318720990196,-52.603082279118716
FOLK ART METAL STAR T-LIGHT HOLDER,252.32999999999998,25,0.2021730842546702,552.7253115797411
FOLK FELT HANGING MULTICOL GARLAND,585.86,8,-0.8050390727130118,-1011.0026360732052
FOLKART CHRISTMAS TREE T-LIGHT HOLD,10.26,2,0.5700000000000001,7.076322000000002
FOLKART CLIP ON STARS,405.25,35,-0.0649397553702915,-739.5672179036126
FOLKART HEART NAPKIN RINGS,551.13,23,0.22273618538324438,1099.199666925296
FOLKART STAR CHRISTMAS DECORATIONS,1634.9199999999998,82,-0.13958496267330261,-565633.7623306037
FOLKART ZINC HEART CHRISTMAS DEC,2640.86,117,0.6568902461346967,120832108.89475693
FOLKART ZINC STAR CHRISTMAS DEC,10.2,3,0.0,0.0
FOOD CONTAINER SET 3 LOVE HEART,3952.19,116,0.1294603772559745,32398593.85039182
"FOOD COVER WITH BEADS , SET 2 SIZES",11.25,1,0.0,0.0
FOOD COVER WITH BEADS SET 2,3772.88,110,1.244112176241957,167775252.17867103
FOOD/DRINK SPONGE STICKERS,261.24,33,-0.07497349433073183,-454.88963165896195
FOOT STOOL HOME SWEET HOME,5097.65,140,-0.059967691250122586,-190661613.9101994
FORKED CACTUS CANDLE,319.66,22,0.046627313337587704,121.32987795936708
FOUR HOOK  WHITE LOVEBIRDS,3713.54,146,0.1186837677386584,486980380.1009583
FOUR RABBIT EASTER DECORATIONS,104.84,12,-0.11187116564417163,-36.8092863408979
FRAPPUCINO SCARF KNITTING KIT,505.69,36,0.25237640066382777,3945.206804540086
FREESTYLE CANVAS ART PICTURE,39.65,16,0.03776458440887973,6.880355272172446
FRENCH BATHROOM SIGN BLUE METAL,2511.22,126,0.24657725181984522,101698863.44289005
FRENCH BLUE METAL DOOR SIGN 0,780.8,50,-0.17202083111063698,-15767.219157840109
FRENCH BLUE METAL DOOR SIGN 1,1580.89,62,-0.029696356933752537,-17296.22422161189
FRENCH BLUE METAL DOOR SIGN 2,1389.07,60,-0.008450805113312192,-3574.2368479747656
FRENCH BLUE METAL DOOR SIGN 3,1152.81,60,0.15184016994308955,53297.3389247356
FRENCH BLUE METAL DOOR SIGN 4,1024.28,55,-0.12723128410391826,-24638.2743539345
FRENCH BLUE METAL DOOR SIGN 5,1160.29,62,-0.06540098982059483,-27957.43670595194
FRENCH BLUE METAL DOOR SIGN 6,973.15,46,-0.12974693922168776,-10123.727009965447
FRENCH BLUE METAL DOOR SIGN 7,896.75,53,-0.000676279357777965,-94.75667877855838
FRENCH BLUE METAL DOOR SIGN 8,871.49,55,-0.02645903635856191,-4359.474231232115
FRENCH BLUE METAL DOOR SIGN 9,728.57,42,0.1900361615805255,7582.28860487001
FRENCH BLUE METAL DOOR SIGN No,1308.38,40,0.4629003170313395,27411.24626547879
FRENCH CARRIAGE LANTERN,925.35,47,0.28484796411720165,23247.45156349594
FRENCH CHATEAU LARGE FRUIT BOWL,19.5,4,1.9500000000000002,55.67240250000002
FRENCH CHATEAU LARGE PLATTER,160.5,17,-0.5305206463195694,-430.38088520480125
FRENCH CHATEAU OVAL PLATTER,29.25,6,1.1700000000000002,60.627246322500035
FRENCH CHATEAU SMALL FRUITBOWL,51.599999999999994,8,-2.1749999999999994,-240.57497214630007
FRENCH ENAMEL CANDLEHOLDER,3666.29,158,0.3675106862159305,4672411035.226462
FRENCH ENAMEL POT W LID,1436.53,67,-0.345120838517513,-294168.24439235416
FRENCH ENAMEL UTENSIL HOLDER,183.71,10,6.061428571428572,2888.249058892449
FRENCH ENAMEL WATER BASIN,1273.11,63,-0.25999661330450274,-134144.4735221494
FRENCH FLORAL CUSHION COVER,774.79,44,-0.18315529702097658,-9403.329125749762
FRENCH GARDEN SIGN BLUE METAL,1019.83,86,0.0339135224286584,125508.05722160223
FRENCH KITCHEN SIGN BLUE METAL,1558.91,95,0.16220522088899145,2163669.692110527
FRENCH LATTICE CUSHION COVER,527.25,36,0.17498074807480746,2851.960610356052
FRENCH LAUNDRY SIGN BLUE METAL,1610.35,76,0.4638680462935073,1045102.3075983644
FRENCH LAVENDER SCENT HEART,1064.44,70,0.37101556373689165,311889.8744806224
FRENCH PAISLEY CUSHION COVER,981.54,52,-0.04550536292907767,-6344.394989396683
FRENCH STYLE EMBOSSED HEART CABINET,571.43,20,-0.25929422548121,-996.8035713085633
FRENCH STYLE STORAGE JAR BONBONS,695.06,66,1.0452142857142857,391872.55940418184
FRENCH STYLE STORAGE JAR CAFE,819.4599999999999,57,0.9026934338505036,169219.76859283316
FRENCH STYLE STORAGE JAR JAM,116.59,27,-0.19170817343022784,-293.0248355491477
FRENCH TOILET SIGN BLUE METAL,1697.72,107,0.08414574603641363,3836326.325880897
FRENCH WC SIGN BLUE METAL,2518.0,142,0.20541307412505214,390341835.8351758
FRESHWATER PEARL BRACELET GOLD,7.6499999999999995,1,0.6374999999999997,5.364562499999998
FRESHWATER PEARL BRACELET IVORY,12.7,1,0.0,0.0
FRIDGE MAGNETS LA VIE EN ROSE,1169.8999999999999,64,0.7234231167383339,377287.98367021786
FRIDGE MAGNETS LES ENFANTS ASSORTED,1140.97,65,0.8710891729437727,487372.8996011694
FRIDGE MAGNETS US DINER ASSORTED,1422.8999999999999,74,0.8665186163625854,1425643.6323899212
FROG CANDLE,83.78,14,-0.10376108811354223,-33.012047829492545
FROG KING WATERING CAN,26.55,2,0.0,0.0
FROG SOCK PUPPET,44.25,7,-0.2068265682656827,-17.834806311379165
FROSTED WHITE BASE,119.64,16,0.07353742613263298,40.426653492718934
FRUIT SALAD BAG CHARM,145.52,4,0.3070104943385805,65.41037630403758
FRUIT TREE AND BIRDS WALL PLAQUE,348.53,8,-1.3361019929660023,-998.2084900759413
FRYING PAN BLUE POLKADOT,716.8,30,0.27299992165772263,3414.6097322660466
FRYING PAN PINK POLKADOT,1809.48,52,0.0017276839455732317,444.0559698882437
FRYING PAN RED POLKADOT,4.25,1,0.0,0.0
FRYING PAN RED RETROSPOT,1923.59,72,-0.2738738348522126,-503426.86196521984
FRYING PAN UNION FLAG,5837.84,69,0.20947305290151794,877961.8118800102
FULL ENGLISH BREAKFAST PLATE,6928.65,101,0.5478474504440586,57539948.57488768
FUNKY DIVA PEN,7363.86,108,1.0144642356070122,220674555.82646284
FUNKY FLOWER PICNIC BAG FOR 4,33.9,2,0.0,0.0
FUNKY MONKEY CUSHION COVER,317.17,13,-0.05427427715700958,-59.42799215263144
FUNKY MONKEY GIFT BAG MEDIUM,173.12,20,0.03949257425742576,45.99561075255142
FUNKY MONKEY MUG,1.25,1,0.0,0.0
FUNKY WASHING UP GLOVES ASSORTED,2108.72,128,0.959567749202894,402122394.87635845
FUSCHIA FLOWER PURSE WITH BEADS,145.17000000000002,13,1.0777053344623202,540.1095003331528
FUSCHIA RETRO BAR STOOL,523.3000000000001,4,24.88846153846154,19068.631548576934
FUSCHIA TABLE RUN FLOWER,38.75,5,1.168478260869565,72.92152955163044
FUSCHIA VOILE POINTY SHOE DEC,50.31,11,0.029673913043478235,4.259402424482564
GAOLERS KEYS DECORATIVE GARDEN,3486.98,116,0.6837344002567954,150969204.13966495
